generation,pop_index,D,B,hub_radius,number_of_sections,foil_list,chord_list,pitch_list,aerial_rpm,aerial_v_inf,aquatic_rpm,aquatic_v_inf,aerial_T,aerial_Q,aerial_P,aerial_J,aerial_CT,aerial_CQ,aerial_CP,aerial_eta,FM,aerial_fitness,aerial_Q_penalty,aquatic_T,aquatic_Q,aquatic_P,aquatic_J,aquatic_CT,aquatic_CQ,aquatic_CP,aquatic_eta,cavitating_proportion,QI,aquatic_fitness,cavitation_penalty,aquatic_Q_penalty
1,0,0.254,2,0.00825,20,E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;NACA4412;NACA4412;NACA4412;NACA4412,0.0099;0.009462969627079841;0.009025939254159683;0.008588908881239525;0.008151878508319365;0.0077148481353992064;0.007277817762479048;0.006840787389558889;0.00640375701663873;0.005966726643718571;0.005529696270798412;0.005092665897878252;0.004655635524958094;0.004218605152037935;0.0037815747791177766;0.003344544406197617;0.002907514033277459;0.002470483660357299;0.002033453287437141;0.0015964229145169814,12.600703640858862;12.330842814075645;12.060981987292427;11.79112116050921;11.521260333725992;11.251399506942775;10.981538680159558;10.71167785337634;10.441817026593121;10.171956199809904;9.902095373026686;9.632234546243469;9.362373719460251;9.092512892677034;8.822652065893816;8.552791239110599;8.282930412327381;8.013069585544162;7.743208758760946;7.473347931977728,4000.0,0.0,200.0,0.0,0.2988668102354156,0.004552112256588207,1.9067843231484753,0.0,0.01318831317016987,0.0007908439738184853,0.004969019236567824,0.0,0.24319422652929096,0.24319422652929096,0.0,0.48760974448042443,0.008904596558126102,0.18649743420126613,0.0,0.010639136098406958,0.0007649173635115583,0.00480611753962237,0.0,0.0,0.1821818972236074,0.1821818972236074,0.0,0.0
1,1,0.254,5,0.00825,20,E63;E63;E63;E63;E63;E63;E63;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63;E63;E63,0.0099;0.009479074331241233;0.009058148662482463;0.008637222993723695;0.008216297324964926;0.007795371656206158;0.007374445987447388;0.00695352031868862;0.0065325946499298505;0.0061116689811710825;0.005690743312412314;0.005269817643653544;0.004848891974894776;0.004427966306136007;0.004007040637377239;0.0035861149686184698;0.003165189299859701;0.002744263631100932;0.0023233379623421634;0.0019024122935833946,11.58386144137775;11.466899742785731;11.349938044193715;11.232976345601697;11.116014647009681;10.999052948417663;10.882091249825647;10.76512955123363;10.648167852641611;10.531206154049595;10.414244455457577;10.297282756865561;10.180321058273543;10.063359359681527;9.94639766108951;9.829435962497492;9.712474263905476;9.595512565313458;9.478550866721442;9.361589168129424,4000.0,0.0,200.0,0.0,0.8332551140893464,0.014199454458459966,5.947853574890755,0.0,0.03676965463846512,0.0024668884150936122,0.01549991704416772,0.0,0.3629485066001287,0.3629485066001287,0.0,1.3620786396714806,0.028178851547196144,0.5901764867151252,0.0,0.029719135411535366,0.0024206029651724988,0.015209096985287184,0.0,0.0,0.2687762487881076,0.2687762487881076,0.0,0.0
1,2,0.254,2,0.00825,20,NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63,0.0099;0.009838948605972607;0.009664674626658048;0.009390498366207752;0.009029740128773155;0.008595720218505683;0.008101758939556773;0.007561176596077851;0.0069872934922203525;0.006393429932135706;0.005792906219975343;0.005199042659890697;0.004625159556033198;0.004084577212554276;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381,6.155970232273464;6.155727375748941;6.155034130760756;6.1539434841869864;6.1525084229057105;6.150781933795007;6.148817003732953;6.146666619597626;6.144383768267105;6.1420214366194665;6.13963261153279;6.1372702798851515;6.134987428554631;6.132837044419304;6.13087211435725;6.129145625246546;6.1277105639652705;6.126619917391501;6.125926672403316;6.1256838158787925,4000.0,0.0,200.0,0.0,0.15985141321101065,0.004117511269821676,1.7247390875126611,0.0,0.007053879607643432,0.0007153402181932932,0.004494615148586739,0.0,0.10516945294450913,0.10516945294450913,0.0,0.21048598069316402,0.00813863719854028,0.1704552188877784,0.0,0.004592584583779035,0.0006991203776439936,0.0043927028847625844,0.0,0.0,0.05653195149785594,0.05653195149785594,0.0,0.0
1,3,0.254,5,0.00825,20,NACA4412;E63;E63;E63;E63;E63;NACA4412;E63;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;NACA4412;NACA4412;E63;NACA4412;NACA4412;E63,0.008160595115921564;0.012292155331253822;0.009163811667104473;0.009225590170199995;0.007369806205410684;0.00803359384466726;0.015768360488079308;0.012434808699598156;0.011985463115453714;0.006926651386688021;0.013371414516326535;0.0068372988029502734;0.009332710352300832;0.016378994699852677;0.012341997226314773;0.011382769540597165;0.012857294598933054;0.014684939678192302;0.01391279897835913;0.0075955052311854065,6.770405853696906;11.570405853696908;12.425781023416866;11.063588246071834;15.863588246071835;20.663588246071836;15.863588246071835;20.663588246071836;15.863588246071835;20.663588246071836;17.01244446209757;12.357123995953259;11.919060184655603;16.719060184655604;12.305798604550446;17.105798604550447;21.905798604550448;17.105798604550447;12.305798604550446;17.105798604550447,4000.0,0.0,200.0,0.0,4.141250995102555,0.073661483093523,30.855249885218743,0.0,0.18274399554995524,0.01279729864366452,0.08040779880946215,0.0,0.7751871454881312,0.7751871454881312,0.0,7.504514019145756,0.15619084599236066,3.2712534288505,0.0,0.1637406694715881,0.013417013262896042,0.08430158059966204,0.0,0.35,0.6271034450551225,0.40761723928582966,0.35,0.0
1,4,0.254,3,0.00825,20,E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;E63;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412,0.0099;0.009680749997742443;0.009461499995484885;0.00924224999322733;0.009022999990969772;0.008803749988712214;0.008584499986454656;0.0083652499841971;0.008145999981939543;0.007926749979681985;0.0077074999774244275;0.00748824997516687;0.007268999972909313;0.007049749970651756;0.0068304999683941985;0.006611249966136641;0.006391999963879084;0.006172749961621526;0.0059534999593639695;0.005734249957106412,27.020470569076657;26.205528001732116;25.39058543438757;24.57564286704303;23.760700299698485;22.945757732353943;22.130815165009402;21.315872597664857;20.500930030320315;19.68598746297577;18.87104489563123;18.056102328286684;17.241159760942143;16.4262171935976;15.611274626253058;14.796332058908513;13.981389491563972;13.166446924219429;12.351504356874885;11.536561789530342,4000.0,0.0,200.0,0.0,1.2915061713938225,0.025962148164366837,10.874999192611277,0.0,0.05699123243605467,0.004510435434331937,0.0283399016499766,0.0,0.3830485262662362,0.3830485262662362,0.0,2.34910894668288,0.0533003573283483,1.1163200734429994,0.0,0.05125510734075972,0.004578575630652034,0.028768039130323365,0.0,0.15,0.32183666686117146,0.2735611668319957,0.15,0.0
1,5,0.254,2,0.00825,20,E63;NACA4412;NACA4412;E63;E63;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;E63;E63;NACA4412;E63;E63;E63;E63;E63,0.0099;0.009138988919667591;0.008419113573407203;0.007740373961218836;0.007102770083102494;0.006506301939058173;0.005950969529085874;0.005436772853185596;0.004963711911357341;0.004531786703601109;0.004140997229916898;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381,14.973932462187552;15.117142908814973;15.240732934156988;15.370399983194007;15.098915095189946;14.955941474864838;14.238523941742931;14.67104784227172;16.200007524782446;15.845818749505707;14.151150284307738;14.073802204372678;15.229179827745527;13.244619292015265;15.999208144658537;16.470884715230078;17.389012009188818;15.149512951240741;12.846676422409008;15.932437398671755,4000.0,0.0,200.0,0.0,0.6145776852626887,0.012063998612956196,5.053355922050751,0.0,0.027119916641991725,0.002095893085545682,0.013168884640519915,0.0,0.2705973839706243,0.2705973839706243,0.0,1.162391431324168,0.02551698170962803,0.534426415205017,0.0,0.025362168778348453,0.0021919446037439354,0.013772394128395475,0.0,0.4,0.23399695256122882,0.14039817153673728,0.4,0.0
1,6,0.254,3,0.00825,20,E63;NACA4412;NACA4412;E63;E63;E63;E63;NACA4412;E63;NACA4412;E63;NACA4412;NACA4412;E63;E63;NACA4412;E63;E63;E63;E63,0.0099;0.009138988919667591;0.008419113573407203;0.007740373961218836;0.007102770083102494;0.006506301939058173;0.005950969529085874;0.005436772853185596;0.004963711911357341;0.004531786703601109;0.004140997229916898;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381,7.61760787464738;7.564058976462274;7.62654858189491;7.407744229982214;7.5991840841006315;7.6795561873759395;8.040802210000798;8.462875724958485;7.810142568679127;6.8871789846141755;7.532259273419781;7.29476353033537;6.080316156090302;8.270273898970734;6.973449747990671;7.196513392777718;9.455940919041165;6.0;8.489881176368721;8.494686382417285,4000.0,0.0,200.0,0.0,0.4257619932986116,0.007584217154044908,3.1768694525836225,0.0,0.018787909233396936,0.0013176152287823035,0.008278820646001038,0.0,0.24819285081839698,0.24819285081839698,0.0,0.7438359492411029,0.015302125215933542,0.3204869610845863,0.0,0.01622972466905146,0.0013144740696437358,0.008259084161054076,0.0,0.0,0.1997445314772978,0.1997445314772978,0.0,0.0
1,7,0.254,4,0.00825,20,E63;NACA4412;E63;E63;E63;E63;E63;E63;E63;NACA4412;E63;E63;E63;E63;NACA4412;NACA4412;NACA4412;E63;NACA4412;E63,0.0099;0.009138988919667591;0.008419113573407203;0.007740373961218836;0.007102770083102494;0.006506301939058173;0.005950969529085874;0.005436772853185596;0.004963711911357341;0.004531786703601109;0.004140997229916898;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381,15.753937390859328;15.869090146868869;16.008111832234412;15.436225190081826;15.125081026671657;15.5809191133664;16.56207689865596;16.38422333745686;15.211409127146284;16.312671137933474;16.481848919539747;16.7382458582258;16.36734446772531;15.699220028177102;14.38295954088467;14.41673112018963;13.523116129422524;17.019473824358403;13.258327797146892;14.635566249477703,4000.0,0.0,200.0,0.0,1.101755727146521,0.022648764036540776,9.487092094678028,0.0,0.04861797653339665,0.003934797198116511,0.02472305994193707,0.0,0.3459657919275379,0.3459657919275379,0.0,2.060378446007092,0.04738738978870077,0.9924791708865223,0.0,0.04495530893184132,0.004070643405824947,0.025576606838246776,0.0,0.2,0.29735045926054976,0.23788036740843982,0.2,0.0
1,8,0.254,4,0.00825,20,NACA4412;NACA4412;E63;E63;NACA4412;E63;NACA4412;E63;NACA4412;NACA4412;E63;E63;E63;E63;E63;NACA4412;E63;NACA4412;E63;E63,0.006461644158572122;0.012405534111074853;0.01023094381318872;0.01568016173119869;0.01575773101998771;0.00575773101998771;0.012124389400945224;0.011452576607129828;0.006104783425078997;0.011159677367373798;0.01079296821626324;0.006479873387732698;0.00898105204384015;0.005744539677393223;0.007771485010668919;0.008241604368552386;0.01001103181823905;0.011224167464121328;0.008444073001406179;0.01631350573340462,25.370398638363415;20.570398638363415;22.028716889102007;19.310454779752266;24.110454779752267;19.310454779752266;24.110454779752267;19.310454779752266;24.110454779752267;23.81800041554397;19.01800041554397;14.218000415543969;11.055111715366634;14.229126907038207;19.029126907038208;23.82912690703821;19.029126907038208;14.229126907038207;19.029126907038208;14.229126907038207,4000.0,0.0,200.0,0.0,3.060181183401761,0.061946986983395805,25.948293229207838,0.0,0.13503884145707987,0.01076212505109636,0.067620425995078,0.0,0.5855314328493394,0.5855314328493394,0.0,5.867273560771515,0.12801825263049835,2.6812080132625056,0.0,0.12801779014106432,0.01099694788464224,0.06909586137260375,0.0,0.4,0.5289242943674226,0.3173545766204536,0.4,0.0
1,9,0.254,5,0.00825,20,NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;NACA4412;E63;E63;NACA4412;NACA4412;NACA4412,0.0099;0.00983965950460155;0.009667414817736886;0.00939643113840203;0.00903987366559301;0.00861090759830585;0.008122698135536576;0.007588410476281213;0.007021209819535786;0.0064342613642963216;0.0058407303095588435;0.005253781854319378;0.004686581197573953;0.004152293538318589;0.00381;0.00381;0.00381;0.00381;0.00381;0.00381,25.106935317313003;25.085593274514235;25.02467144325229;24.928826269228725;24.802714198145086;24.650991675702926;24.47831514760379;24.28934105954923;24.088725857240796;23.881125986380038;23.671197892668506;23.463598021807748;23.262982819499314;23.074008731444753;22.901332203345618;22.749609680903458;22.623497609819818;22.527652435796252;22.466730604534312;22.44538856173554,4000.0,0.0,200.0,0.0,1.4253946561533224,0.04454728692947091,18.659923913997655,0.0,0.06289942701107931,0.007739254093997185,0.04862716761193257,0.0,0.25883983920591824,0.25883983920591824,0.0,2.658659032520972,0.08942293094266512,1.8728694860796278,0.0,0.05800916738526162,0.0076815554896441035,0.04826463658881652,0.0,0.25,0.23097020989359832,0.17322765742019874,0.25,0.0
